active,branch,cwd,file,filetype,project,time
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/CodeBase/testing.cpp,cpp,unknown_project,2025-04-12 12:07:06
true,unknown_branch,/home/priyeshmishra235/.config/hypr,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:05:24
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:05:39
true,unknown_branch,/home/priyeshmishra235/.config/hypr,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:07:54
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:08:49
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:09:49
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:10:49
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/hyprland.conf,hyprlang,unknown_project,2025-04-12 15:11:16
true,unknown_branch,/home/priyeshmishra235/.config/hypr,/home/priyeshmishra235/.config/hypr/monitors.conf,hyprlang,unknown_project,2025-04-12 15:11:47
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/monitors.conf,hyprlang,unknown_project,2025-04-12 15:11:58
true,unknown_branch,/home/priyeshmishra235/.config/hypr,/home/priyeshmishra235/.config/hypr/keybindgs.conf,hyprlang,unknown_project,2025-04-12 15:12:17
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/keybindgs.conf,hyprlang,unknown_project,2025-04-12 15:12:21
true,unknown_branch,/home/priyeshmishra235/.config/hypr,/home/priyeshmishra235/.config/hypr/keybindings.conf,hyprlang,unknown_project,2025-04-12 15:12:31
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/keybindings.conf,hyprlang,unknown_project,2025-04-12 15:13:30
true,unknown_branch,/home/priyeshmishra235,/home/priyeshmishra235/.config/hypr/keybindings.conf,hyprlang,unknown_project,2025-04-12 15:14:30
